EIN2,tier,text,human_label
EIN-27-4686837,HIGH,"we are committed to improving health care through educational venues, leadership skills training, and promoting advocacy as a tool to promote change in the bleeding disorders community in the united states and globally. we will accomplish our mission by: 1. providing educational opportunities through programs, conferences, meetings and seminars offered to the bleeding disorders community and healthcare providers. 2. facilitating the development of educational materials to meet the needs of the bleeding disorders communities worldwide. 3. provide a path to stronger advocating by healthcare in the bleeding disorder communitites globally through leadership development and skills training.",0
EIN-94-2899934,LOW,educational events put on free of charge to the publicfree monthly forum/tv/internet programinformation services,0
EIN-94-3079925,HIGH,"To support the education, health and welfare of children.",0
EIN-81-1629490,HIGH,"the foundation was formed to fund the annual memorial lecture at the american college of radiation oncology annual meeting, award grants for resident research, and support special educational programs in radiation oncology. the foundation is operated exclusively for the benefit of, to perform the functions of, or to carry out the specific purposes of acro.",0
EIN-46-2111467,HIGH,"the purpose of tube city renaissance (tcr) is to respond to the economic decline of the city of mckeesport by organizing individuals and resources to meet identified community needs. with the goal of ultimately impacting the areas of job growth, greening projects, housing, community development in targeted areas, historical preservation, marketing and image of the city, public safety/public servicing, youth and education; including recreation.",0
EIN-94-2939953,LOW,enhance quality/scope/effectiveness of env.,0
EIN-20-4122973,LOW,public guardian serving indigent wards,0
EIN-68-0319359,HIGH,provide educational scholarships to children of affiliated union members.,0
EIN-46-2109594,HIGH,"To Teach kids to cooperate, to be less selfish, and to listen to other children. Our Non Profit gives children a sense of belonging. It helps them make new friends and builds their social circle outside school. Our Non Profit promotes youth playing in a sports team to practice accepting discipline.",0
EIN-81-0420475,HIGH,"Organization's Primary Exempt PurposeMontana Ballet Company's mission is to present high quality dance performances, professional dance training opportunities for children and provide educational outreach programs to under-served communities. We provide access to dance that is not usually found in small Western towns in and around Bozeman, Montana",0
EIN-31-1031968,LOW,promotion of child welfare in marion county ohio,0
EIN-16-0743921,HIGH,bertrand chaffee hospital provides acute care services to the residents of springville and the surrounding region to enhance the health status of residents and respond to community health care needs.,0
EIN-88-3526982,MEDIUM,Community support and Vocational Training,0
EIN-23-7289158,HIGH,the primary purpose of the organization is to provide services that promote the growth and professionalism of the michigan museum community and advocates on it's behalf.,0
EIN-94-3243339,HIGH,"The foundation provides support to public libraries in the Alameda County Library system. The foundation raises funds for books and materials, library programs, facilities and services that promote traditional and digital literacy and encourage lifelong learning and educational achievement, and address opportunity gaps in the communities.",0
EIN-04-3282215,LOW,Emergency financial support for cancer victims,0
EIN-16-1010339,HIGH,"constable hall association's mission statement is to hold, maintain, and preserve constable hall and grounds; acquire, collect, exhibit, and preserve articles of histroic interest used in or related to constable hall; maintain a memorial to those persons who fought to preserve our country as a free and united nation; promote interest in the history of lewis county in cooperation with others. to these ends,we maintain an active accession process for those individuals who wish to donate items of local historic interest to constable hall. there are one, three, and five-year plans for the maintenance of the buildings, grounds, and artifacts. annual events are hosted, as well as regular tours, to engage the community with the story of the hall. an area is set aside for military recognition.",0
EIN-22-2820650,HIGH,to raise funds for student scholarships and teacher education expenses.,0
EIN-26-1096493,HIGH,"Westlake High School Baseball Booster Club is a non-profit organization whose mission is to raise funds to support programs that promote, develop, encourage, and guide student athletes through High School athletics.",0
EIN-84-2491616,HIGH,"To explore and realize the potential of public art in the Antelope Valley through active practice, outreach, and education. Supporting and bringing opportunist for Artist in the Valley.",0
EIN-86-0888064,MEDIUM,"providing quality, affordable supportive housing for persons with behavioral health needs in maricopa county.",0
EIN-81-0464513,HIGH,"Gallatin Valley Land Trust connects people, communities, and open lands through conservation of working farms and ranches, healthy rivers, and wildlife habitat, and the creation of trails in the Montana headwaters of the Missouri and Upper Yellowstone Rivers.",0
EIN-27-4347681,HIGH,"to create a healthy environment for children by offering health & fitness opportunities, nutrition advice, community service opportunities, mentoring, athletic/scholastic guidance, water safety and aquatic activities.",0
EIN-25-1882082,LOW,provide fire protection and emergency services,0
EIN-36-4051060,LOW,religious organization served during 2022 52 active members,1
EIN-27-3045364,HIGH,"The Primary Purpose is to foster learning experiences that enrich the lives of children in need up through 21 years of age by providing them with scholarships to attend camps, schools, and other programs.",0
EIN-22-3361003,MEDIUM,"Through a personalized approach, The Willow Tree empowers, counsels and educates individuals and families to build alcohol free, tobacco free, drug-safe, caring communities.",0
EIN-58-2217059,MEDIUM,"right steps, inc. exists to walk with christ as we serve the women and children of southeast nigeria.",1
EIN-52-2298063,HIGH,"The Local Government Hispanic Network is the primary voice of Hispanic/Latino professionals within the ICMA. The purpose of the association is to encourage professional development amont Hispanic/Latino local government administrators and those local government officials working in communities with significant Hispanic/Latino populations, to improve the management of local gov't, to provide unique",0
EIN-54-0843852,MEDIUM,"hope montessori school inspires a lifelong love of learning for children ages 2 through 6, following the montessori educational method.",0
EIN-81-1573093,HIGH,"our mission is to help bridge the gap between other charities and food pantries in an effort to provide food and assistance to families, veterans, and elderly members of our community and surrounding areas.",0
EIN-46-0661655,MEDIUM,"defeat msa alliance is an inclusive u.s. based 501(c)(3) public charity that aspires to balance efforts to support patients, educate medical professionals, raise public awareness, nurture promising research and advocate for the msa community.",0
EIN-46-1329065,LOW,"to raise and manage an endowment for the benefit of angel's nest tlp, a related 501(c)(3) organization.",0
EIN-45-3607638,MEDIUM,"maintain, invest and make grants from the endowment fund in line with the charitable intentions of the members of beta sigma phi.",0
EIN-82-3394527,HIGH,"training tutors and providing tutors to primary school-aged children in need of additional learning support. to help these children thrive in school, learn to value hard work, and complete their education.",0
EIN-20-5692537,LOW,"to purchase, renovate, lease and sell residential housing.",0
EIN-27-1888483,LOW,provide mental health services.,0
EIN-05-0550355,HIGH,the mayors' partnership for progress brings together mayors and city managers from cities and villages throughout appalachian ohio to share information and resources to tackle common issues faced by municipalities throughout the region.,0
EIN-45-4920004,MEDIUM,Fundraising to provide football program services training development equipment for the players approximately 150 players and coaches approximately 20. Raise money for coach stipends uniforms for players for game and practice.,0
EIN-45-2877762,HIGH,"To provide food to the needy, starving and malnourished people around the world.",0
EIN-31-0922100,LOW,support wayne local schools athletics,0
EIN-84-2987837,MEDIUM,Sisters IV Sisters INC feeds and clothe the homeless. Community clean up with Keeping Tampa Bay Beautiful. Partnered with other non-profit organizations; grassroot projects; Improve quality of life for others in the community; Purchase Christmas gifts for inner city children; Brown Bag of Success for at inner city schools.,1
EIN-23-7050691,HIGH,"To serve the membership of the American Academy of Forensic Sciences and the forensic sciences generally through the conduct, management, sponsorship and coordination of the research and education activities for the betterment of the forensic sciences and their services to society.",0
EIN-13-3692875,HIGH,"to provide, safe, clean, affordable housing to low and moderate income families located in the south bronx, ny.",0
EIN-30-0764260,LOW,"Is to preserve, promote, and enrich the multicultural identity of Salinas Chinatown.",0
EIN-87-3075647,LOW,"Share God word, evangelize and develop disciples",1
EIN-47-4513733,HIGH,"this organization is formed for the sole purpose of charitably benefiting other worthy organizations or individuals with both financial assistance and donation of members' time and effort, regardless of race, religion, or sex.",0
EIN-84-3556145,LOW,To provide funding assistance for small non-profits.,0
EIN-15-0612135,LOW,Provide Nursey School services.,0
EIN-46-3935357,MEDIUM,"to implant firmly in the children of the community the ideals of good sportsmanship, honesty, loyalty, courage and respect for authority through baseball and softball leagues.",0
EIN-80-0834739,MEDIUM,"To increase math and reading skills, to promote critical thinking, emotional intelligence and social development through the use of Star wars customizable cards.",0
EIN-91-0869394,HIGH,"to provide social development and activities for the benefit and welfare of senior citizens in east snohomish county, washington.",0
EIN-20-3845194,HIGH,"To Educate the general public to the Unesco World Heritage Art Form of Noh theatre, through workshops, demonstrations, performances and training opportunities.",0
EIN-75-2912111,MEDIUM,to promote the enforcement of all laws to protect children,0
EIN-47-3166454,HIGH,the miracle league of volusia county provides athletic (baseball) programs for special needs individuals and raises funds to construct or maintain special needs facilities to support these programs.,0
EIN-46-2198172,LOW,"Dance, Theater and Fitness",0
EIN-45-2926447,HIGH,"we are g.a.m.e., inc is made up of a t.e.a.m. of concerned community members strongly committed to empowering student-athletes with the tools and skills needed to be successful in traversing the world of amateur sports. the t.e.a.m. serves a population of student athletes in dire need of many things, not the least of all being a sense of direction in their lives. the t.e.a.m. has a common goal to prepare a game plan for students by providing mentoring, interpersonal, and life skills training, that will lead to life- long achivement. the t.e.a.m. believes that each student athlete can flourish on the field, the court and most importantly, in the classroom.",0
EIN-47-2410475,MEDIUM,"to maintain financial account for the new england wrestling association which consists of fourteen college wrestling programs. the allocation of fee structure includes, but is not limited to running both the conference dual meet and national qualifying tournamnet, ncaa dues, and comissioner fees for oficials and scheduling.",0
EIN-34-1143158,HIGH,"ashtabula regional home health services is a private, not-for-profit, community oriented home care agency that provides the best possible home care through all phases of life for those in need of home care. we are committed to preserving human rights and dignity of those who receive our care and those who provide it.",0
EIN-52-6105010,MEDIUM,to serve and empower native journalists through programs and actions designed to enrich journalism and promote native cultures.,0
EIN-52-1163806,HIGH,promote the economical and community development of the essex (baltimore county) revitalization district and surrounding neighborhoods.,0
EIN-84-4003182,MEDIUM,to build a movement of people and organizations in new hampshire to protect democracy and voting rights.,0
EIN-27-1206922,MEDIUM,"the valdosta islamic center is a not-for-profit organization which strives to serve the religious, educational, and social needs of the growing muslim community of the greater valdosta area. also we reach out to the people of other faiths, convey the true principles and concepts of islam, and build strong relationships with private, business, and public institutions around the area.",1
EIN-87-4347891,HIGH,"we love our city brings food/resources into low income/underserved areas in and around austin. we are helping in the prisons, helping children in foster care and mentoring in local schools. we do local outreach in times of disaster relief (i.e. tornado recovery, freeze clean up).",0
EIN-46-3271401,MEDIUM,"to support opportunities which provide resources, expertise, governance, credentialing and research that will directly impact the growth of paramedicine.our vision is to provide resources and expertise through education, governance, credentialing, research, and provider safety.we value accountability, competence, creditability, professional recognition, paramedic self-governance, and specialized knowledge.we do this because it is our vision that with the right resources and expertise, education, governance, credentialing, research, and focus on provider safety paramedics will become recognized as professionals worldwide.we do this because we value the accountability, competence, credibility, professional recognition, paramedic self-governance, and the specialized knowledge of paramedics.",0
EIN-31-1817233,HIGH,"community united services, inc is a community collaborative that supports families. this initiative encourages parent involvement and participation in the education of our communitys children and youth. maximize student learning by creating a strong bridge between the community and the school. enable ""parents"" to teach each other. train ""informed parents"" to work together with schools to create paths for student success. provide support, guidance and nuturing to assure the realization of family success.",0
EIN-31-1501057,HIGH,"metro meals on wheels, as the assn of independent meals on wheels programs in the twin cities metro area,with program partners leads the effort to ensure individuals receive the nutritious meals and the human connection they need to live independently.",0
EIN-84-4839828,MEDIUM,to provide social services for victims of sex trafficking,0
EIN-91-1109050,LOW,to present and encourage live theater/performing arts,0
EIN-20-4317534,HIGH,The mission of School's Out! is to forge a partnership and unite existing resources in order to transform local schools into vibrant Community Learning Centers.,0
EIN-88-1236605,MEDIUM,establish youth soccer athletic programs,0
EIN-80-0540115,HIGH,"Maricopa Police Foundation Inc, was organized to support the local police department with non-budgeted expenses in support of the local community",0
EIN-85-3574564,HIGH,"we provide educational, mental, emotional, and financial resources to pastors that start churches in urban areas. we also help fund and plan programs for each new church to help their community such as but not limited to; food pantries, summer camps, park outreaches,english as a second language classes, pastoral care and counseling.",1
EIN-90-0679745,LOW,charitable and social services,0
EIN-31-1654015,MEDIUM,"the madison free clinic, inc. operates a voluntary not-for-profit organization located in madison, va whose purpose is to provide medical visits and prescription medication to the indigent madison county residents.",0
EIN-36-4174539,HIGH,awarding of scholarship and educational grants to encourage individuals to pursue educational and career opportunities in club management.,0
EIN-47-1206660,LOW,Said corporation shall promote Hindu religion and philosophy by holding conferences and seminars.,1
EIN-32-0601186,HIGH,"the charity aims to promote, advance and support a variety of humanitarian causes within latin america, including the fulfillment of human rights of latin american refugees, and to preserve the cultural heritage of latin american countries. in furthering this purporse, the charity intends to work closely with and support non-governmental organizations-primarity through grantmaking - with missions closely aligned with that of the charity, the charity strives to be recogneized as an effective and innovative organization that supports humanitarian projects in latin american and works on the preservation of the cultural heritage of latin american countries.",0
EIN-11-2631530,LOW,to support high schools sport programs.,0
EIN-80-0670293,HIGH,"the mission of association of california cities is to support local control, and to promote good governance and policy making among orange county city leaders. supporting the mission are three core focus areas: 1-to be an educational resource for city leaders, 2-to be a catalyst for regional collaboration, and 3-to be the hub for good public policy.",0
EIN-68-0043106,MEDIUM,"to support the athletic, art, drama, music and other programs at san rafael high school.",0
EIN-13-3652518,MEDIUM,to provide academic training for humanitarian assistance workers.,0
EIN-45-4729955,HIGH,"We provide performing arts educational experiences for performers of all ages in the Fair Oaks, CA area. We do this through summer workshops, community shows, camps and after school programs.",0
EIN-37-1666738,HIGH,the corporation was organized to provide services beneficial to senior citizens with alzheimer's disease and other dementia related illnesses.,0
EIN-85-0360842,MEDIUM,to educate people in the history of railroads,0
EIN-38-1908986,LOW,administer migrant education,0
EIN-45-4965924,HIGH,"to offer amateur sports programs through a volunteer base for all people, to promote good sportsmanship and good citizenship. to conduct programs that provide for, enhance and strengthen participation and competition for amateur athletes, to work with other sports",0
EIN-85-1271828,HIGH,promote solidarity and collaboration among grassroots Community Based Minority Organizations (CBMOs) serving refugees and immigrants to strengthen and provide a voice for these communities in Central Oregon.,0
EIN-27-5084421,MEDIUM,provide food & clothing to those in need,0
EIN-35-2121184,HIGH,"Support for students, faculty, and facility",0
EIN-46-3503294,LOW,help better our community,0
EIN-25-1533737,HIGH,"to provide emergency medical care to the residents of the city of new kensington and mutual aid assistance to neighboring communities. the service purchases and maintains its own vehicles and equipment, trains its personnel and generates its own funding.",0
EIN-20-4936021,HIGH,"to receive and maintain a fund or funds for the support, subsidy, maintenance, promotion, and development of caledonia area football and other educational programs for the caledonia area.",0
EIN-94-3297346,HIGH,unite the world and employer future leaders through music,0
EIN-47-0737291,HIGH,provide hot meals and outreach to elderly persons on a daily basis.,0
EIN-45-5568818,HIGH,"it is the mission and purpose of six rivers montessori school to provide a high quality, elementary and middle school montessori education to young people.our duty is to prepare elementary and middle school students with tools and skills necessary to meet the california content standards in mathematics, sciences, language arts, humanities, visual and performing arts, health, physical education and vocational arts. our goal is to prepare elementary and middle school students for the highest levels of academic, artistic, physical and vocational achievement in their high school careers and beyond.",0
EIN-82-3993977,LOW,"north kissimmee christian school is a vibrant ministry of north kissimmee baptist church and is governed by this autonomous church. north kissimmee baptist church is a fundamental, soul-winning church which unashamedly believes in the infallibility of the bible and the historic, fundamental doctrines of the baptist faith. north kissimmee christian school participates in the florida association of christian schools international.",1
EIN-23-2789063,MEDIUM,support group for marriages,0
EIN-45-2851683,MEDIUM,athletic department support for ncaa division ii school,0
EIN-37-1564392,HIGH,"the dewey-humboldt society was formed to collect and preserve items, artifacts, pictures and records that reflect the history of dewey-humboldt and associated yavapai county and arizona, and to make the collections available for the education of local students and citizens, researchers as well as visitors to the area.",0
EIN-41-0830760,HIGH,"spring valley senior living is a non-profit organization which provides health care services to the citizens of spring valley and the surrounding communities. the organization provides services to these individuals regardless of the ability to pay. the services provided include inpatient skilled care, home care, housing with services, and rehabilitation services. the mission of the organization is to provide quality long term health care and senior housing in spring valley and the surrounding communities, and enhance quality of life through innovation, ongoing education, and encouragement. we accomplish this by practicing a service strategy that exceeds customer expectations, pursuing cooperative health related endeavors with other organizations, maintaining financial viability, encouraging a commitment to continuous improvements within each employee, utilizing collective resources of other organizations for keeping aging services in spring valley.",0
EIN-81-1490071,MEDIUM,"To build schools and educate rural children, to feed people, and to train teachers in the continent of Africa.",0
EIN-75-6036940,MEDIUM,kiwanis youth club provides a youth camp for boys and girls and supports the youth and other charitable organizations in the community and surrounding area.,0
EIN-46-1938414,LOW,Support for high school theatre/drama program.,0
EIN-88-3940860,MEDIUM,Preservation of the institutional archives of the now closed San Francisco Art Institute. All resources are being made available to a global audience online.,0
EIN-86-3042802,MEDIUM,support your activites that keeps them away from jail,0
EIN-23-7404772,HIGH,To provide human services to poor and disadvantaged individuals and families in the Falls Church community.,0
EIN-13-4265567,LOW,assist low income individuals,0
EIN-30-0338460,HIGH,Equip youth for community outreach and individual development; Life skill development for youth and women to strengthen the core family SPIRITUAL GUIDANCE FOR YOUTH AND WOMEN,1
EIN-14-1722793,HIGH,"promote children's education and welfare in school, home, and the community",0
EIN-88-2586101,HIGH,to provide quality early learning development and childcare while nurturing positive childhood experiences for better family opportunities to strengthen our community.,0
EIN-33-0257311,LOW,half way house for transition,0
EIN-81-0507324,HIGH,"National Alliance on Mental Illness-billings provides programs and services for the education, support and advocacy of people with mental illnesses and for those affected by those illnesses and their families.",0
EIN-82-3454784,HIGH,"Funding research and programs to develop and implement public health solutions to neglected US health crises, including the prevention and mitigation of firearm-related victimization, injury and death.",0
EIN-77-0551438,LOW,"gifts to school, multimedia and technology and asb help.",0
EIN-91-2145892,MEDIUM,Education to parents and their young children,0
EIN-26-3396707,HIGH,to support the families of children diagnosed with autism.,0
EIN-04-3517955,MEDIUM,a community theatre group providing acting opportunities and teaching of the arts to local members of the community.,0
EIN-38-3438608,LOW,improve conditions of women & children.,0
EIN-84-1503971,MEDIUM,Animal care and wildlife education,0
EIN-83-0325663,HIGH,"to support powell's youth by providing organization, facilities and transport for high school aged baseball team.",0
EIN-45-5208443,LOW,Empowering youth around the world with the skills and knowledge necessary to become leaders in their communities.,0
EIN-04-2619693,LOW,"to promte the game of football for youth, principally but not exclusively from the town of natick",0
EIN-20-1586635,MEDIUM,urban youth center/after school & summer program,0
EIN-76-0704655,MEDIUM,"planning, development, and management of projects for the revitalization of downtown columbus. please see part i, line 1 and schedule o for continuation of the significant activities statement.",0
EIN-14-1759736,LOW,The Education Foundation supports the development and facilitation of educational programs that meet the needs of the travel industry.,0
EIN-42-1502005,MEDIUM,"provide support to the decorah fire department by raising funds for equipment, supplies and equipment maintenance.",0
