EIN2,split,text,human_label
EIN-81-1590412,test,"to provide educational, vocational and spiritual resources to assist prisoners with reentry into society.",0
EIN-82-4232647,test,Annual Festival for St. Jude Children's Research Hosptial to raise money and awareness for the cure/treatment of childhood cancer,0
EIN-68-0599791,test,"The mission of the organization is to incorporate the gospel of Jesus Christ in stimulating academic achievement and a lifelong love of learning. Students are encouraged to apply christian values in everyday lives by participating in the faith community, respecting the dignity of others and making responsible choices for themselves and their community.",1
EIN-47-5368071,test,to provide sports camps for area youth during summer months,0
EIN-27-1883284,test,"to encourage, educate, equip, empower and sustain those in need in our community and through all the nations by seeking to holistically provide sustenance, physical and spiritual care, shelter, education and counseling to the poor, hungry, displaced, diseased, discouraged and outcast.",1
EIN-30-0121808,test,"The Center for the Study of New Testament Manuscripts (CSNTM), under the umbrella of The Center for the Research of Early Christian Documents (CRECD), exists for the following purposes: 1. To make digital photographs of extant Greek New Testament manuscripts so that such images can be preserved, duplicated without deterioration, and accessed by scholars doing textual research. 2. To utilize developing technologies (OCR, MSI, etc.) to read these manuscripts and create exhaustive collations. 3. To analyze individual scribal habits in order to better predict scribal tendencies in any given textual problem. 4. To publish on various facets of New Testament textual criticism. 5. To develop electronic tools for the examination and analysis of New Testament manuscripts. 6. To cooperate with other institutes in the great and noble task of determining the wording of the autographa of the New Testament.",1
EIN-59-0715928,test,"Society for the Prevention of Cruelty to Animals tampa bay is a 501(c)(3) nonprofit organization that operates pinellas county's only nonprofit for-all animal shelter assisting all animals in need, regardless of species or circumstance, at its 10-acre campus in largo. (continued on schedule o)Society for the Prevention of Cruelty to Animals tampa bay also operates a full-service veterinary hospital in st. petersburg that is open to all pet owners and provides cats and dogs with a lifetime of high-quality care including dental and surgical procedures, diagnostic testing, annual exams, vaccines, and spay/neuter. founded in 1940, Society for the Prevention of Cruelty to Animals tampa bay has cared for millions of homeless, surrendered, and injured animals. for more information: spcatampabay.org.",0
EIN-90-0702671,test,"1. 100Reporters (https://100R.org) exists to ""inform and promote the public's right to know through investigative journalism, adapting traditional tools and standards of ethics and excellence to the new media landscape, and working with whistleblowers and citizen watchdogs to expose corruption and heighten public accountability."" 100Reporters achieves its mission primarily through its network of accomplished journalists experienced in ""deep dive"" investigative projects. Editors both assign topics for investigation and commission articles that journalist may independently suggest to 100Reports. Upon accepting a topic or article, 100Reporters carefully works with the reporter to develop the investigation. Editors refine preliminary drafts, fact-check and legally vet submissions to insure quality. The resulting articles are published on the 100Reporters website (http://100R.org) and on partner sites. To maximize impact, 100Reporters seeks to co-publish stories with other news outlets.",0
EIN-82-2273589,test,"with compassion as our guide, our desire is to help aid the refugee community and create means for them to thrive and flourish.",1
EIN-45-2144870,test,this ministry collects new and used building materials and sells them to the community the corporation will donate material and tools at no charge to other charitable entities such as churches united ministry and habitat for humanity & those low income and elderly who qualify,1
EIN-43-1600603,test,development of small businesses to stimulate economic growth and create jobs and wealth in st. charles county missouri,0
EIN-13-3830057,test,"pat hdfc is committed to providing permanently affordable, supportive housing to low-income households and/or chronically homeless households. the building maintains 20 one and two bedroom apartments for qualifying individuals whose income is less than 50% or 60% of the area median income as determined by hud. supportive housing entails on-site case management services and low rents that enable families to continue living in their communities.",0
EIN-45-3124689,test,"to challenge the key myths underlying the consumption of animal foods while promoting a strong, just, and sustainable plant-based lifestyle.",0
EIN-82-2153231,test,our vision is to reignite the zionist spirit and meet the needs of jewish civilization in the twenty-first century by connecting people around the world through the vibrancy and creativity of contemporary israeli culture.,1
EIN-38-3226896,test,"The mission of the Friends of the St Joe River is to unite a diverse group of stakeholders throughout the watershed in a collaborative effort to protect, restore and foster stewardship of the St Joseph River Watershed as a critical component of the Great Lakes Basin.",0
EIN-23-7331829,test,"to promote cooperation among educational institutions, industries and governmental institutions and agencies with respect to the development, production and distribution of computer-related and/or technology-based educational aids for the engineering profession.",0
EIN-20-5892892,test,"friends mutual health group (fmhg) was founded on the principle of mutual aid provided to quaker organizations. friends mutual health group is guided by the practices and beliefs of the society of friends, foremost being the recognition that there is that of god in all people, and exists to provide access to high quality health care at a reasonable cost to the employees and their dependents of its member organizations while maintaining sound business practices. by doing so, friends mutual health group seeks to be the health plan of choice for any quaker organization, yearly meeting, monthly meeting or friends church regardless of its size.",1
EIN-41-6057644,test,"the institute for ecumenical and cultural research is an independent corporation on the grounds of saint john's abbey and university. the institute provides a residential center for scholars of different religious affiliations and their families to engage in research and dialog with each other, with the fathers and brothers of saint john's abbey, and with the sisters of saint benedict monastery, to dispel religious ignorance and to promote better understanding and harmony.",1
EIN-55-0719264,test,"The Foundation's mission is to identify, evaluate, select, and provide financial support to organizations that fulfill religious, charitable and/or educational purposes. The Foundation strives to improve the quality of life for the poor, the at-risk, and the needy. The Foundation believes in promoting, supporting, and expanding Bible-based Christian values, beliefs, principles, and activities including, but not limited to, making disciples, promoting Bible-based Christian unity and teaching God's Word in accomplishing its mission.",1
EIN-81-4400567,test,"white awake combats white supremacy by focusing on educational resources and spiritual practices designed to engage people who've been socially categorized as ""white"" in the creation of a just and sustainable society.",0
EIN-82-1081795,test,To provide Christian Counseling and ministry for couples getting married. Services include not only pre-marital and post-marital counseling as well as the ceremony itself.,1
EIN-35-1913328,test,"St. Margaret's House is a day center that welcomes women and children who live in economic poverty. The organization provides meals, addresses immediate needs and offers assistance in breaking the bonds of isolation and helping the guests acquire skills to better their lives. The organization's philosophy of shared ownership allows guests to be empowerd by participating in planning and decision making.",1
EIN-23-7442999,test,We provide a part time interfaith minister for the student group Common Bread at the Evergreen State College. This minister facilitates weekly interfaith gatherings to explore various faith traditions and practices.,1
EIN-04-3705568,test,To provide professional Christian Counseling Provided 3832 hours of counseling to 326 individuals,1
EIN-86-1155699,test,"to empower young persons to grow into healthy and productive adults through the development of effective programs for youths, families, and communities including counseling, program development, outreach disaster recovery, and residential support. the wcdc will serve as the community newest resource and service provider for children and families of st. mary parish. the creed that wcdc standards are based on is ""inspiring and empowering adolescents, families and communities one day at a time."" this philosophy is designed around the strategy of building community support, educating and community mobilization.",0
EIN-88-2524201,test,"our mission is to inform and enable our clients by developing a foundation of support to the united states that enriches defense community dialogue, knowledge, and capabilities. our focus is to support sound decision making for future approaches to our nation's most challenging defense problems through research, experimentation, education, and demonstrations.",0
EIN-45-5080297,test,"See Schedule O.To support Wyatt Charter School by acquiring and holding real and/or personal property; helping to operate a public charter school; hold, invest, borrow, loan and administer funds for the School; assist the School in the financing of the acquisitions and development of real and personal property to be used by the School.",0
EIN-91-1249425,test,operatic programs are produced and presented to students in private and public schools throughout the northwestern united states.,0
EIN-26-4156929,test,"to support availibility of ongoing fire and rescue means and operations on the west end of lake vermilion in st. louis county, minnesota.",0
EIN-26-4744884,test,"As CLUE, we educate, organize, and mobilize the faith community to accompany workers and their families in their struggle for good jobs, dignity, and justice. To further the work of building a just and sacred society, CLUE collaborates with over 600 religious leaders and 1200 lay people throughout the Los Angeles and Orange County areas. These congregations represent a broad range of ethnic and denominational constituencies. CLUE engages in Faith Rooted Organizing as a tool for advancing our mission, grounded in our beliefs.CLUE organizes religious leaders and their congregations using a hyper-local model of committees. Our team of faith-rooted organizers addresses worker justice in hospitality, ports, immigration, and a broad range of actions, and brings a moral voice to other select actions aligned with our mission.",1
EIN-91-1514734,test,Book-It Repertory Theatre is a non-profit organization dedicated to transforming great literature into great theatre through simple and sensitive production and to inspire its audiences to read.,0
EIN-59-1882749,test,"We champion justice by enhancing access to the legal system, especially for those whose race, ethnicity, income, age, disability, gender, or sexual orientation pose obstacles. We strive to provide exceptional advocacy, vigorous representation, and effective legal education for the communities we serve.",0
EIN-47-1022972,test,ALL nations sports ACADEMY [ANSA] desires to connect with people through soccer to share the gospel of jesus christ. our vision is twofold: to mobilize christians into service and to reach out especially to the disadvantaged and refuGee communities who are in need of transformation and hope.,1
EIN-85-1024537,test,"inspiration studios provides training and services for persons with special needs, disabilities and/or at-risk behaviors. these services include outlets for personal growth as well as employment. programs should strive to improve quality of life for those receiving services based on the needs of participants.",0
EIN-85-2465430,test,"christian veterinary mission (cvm) serves to challenge, empower and facilitate veterinary professionals to serve others, living out their christian faith through long term missions, short term missions, professional ministry, affiliate ministry and training programs.",1
EIN-02-0568838,test,"Enhance the quality of life for children, youth and families through affordable housing, job training and community involvement",0
EIN-47-1565096,test,"to create, display and maintain the warsaw biblical gardens, featuring plants, flowers, trees, herbs and other features that are related to the bible. to provide a quiet place for the enjoyment of nature, meditation, inspiration, inner reflection and retreat. to provide a place of education, including educational and historical tours, materials and activities. to create, display and maintain beautiful, fragrant, serene, and pleasant scenes representing the diversity of climates found in the holy land.",1
EIN-23-2964173,test,montreux management corporation provides management services for related organizations that provide group homes to disadvantaged youths and a home-like environment to medically fragile children.,0
EIN-92-2246298,test,The Organization's mission is to build a strong network of alumni web3 entrepreneurs blockchain companies crypto investment funds and students to bolster blockchain innovation at Duke University. The organization will focus on using donated funds and grants to fund educational research and engineering initiatives for Duke University students in the blockchain space and the broader web3 ecosystem.,0
EIN-27-3550654,test,"the organization provides housing and support to patients and families who need to travel far from home for medical care due to illness, injury or disease.",0
EIN-41-1744184,test,"to support financially the spiritual, educational and social needs of our catholic community. the foundation fulfills this mission by:1. seeking endowment funds that support its mission.2. helping donors achieve their charitable and financial goals.3. helping parishes, schools, and catholic organizations meet their long-term financial needs.4. providing responsible and effective financial management.5. distributing earnings according to community priorities and donor intent.",1
EIN-47-4744834,test,"provide financial assistance to organizations that operate exclusively for charitable, scientific, literary or educational purposes and are aligned with the mission of the sunrise rotary club of lakewood/rocky river.",0
EIN-84-1437053,test,"seeds of hope charitable trust (""trust"") administers assets, in trust, to be used exclusively for the furtherance of catholic education purposes, including supporting the operations of seeds of hope of northern colorado, inc. (""inc.""). through tuition assistance grants, scholarships, and operating support, trust and inc. (collectively referred to as ""seeds of hope"") support catholic k-8 schools and serve low income, high-minority populations within the archdiocese of denver (""aod"") in northern colorado. by providing scholarships, seeds of hope gives families the choice to send their children to a catholic k-8 school where spiritual, mental, academic, and physical formation is provided. these scholarships address the opportunity gap for low-income families trying to break a cycle of poverty by choosing to attend a quality school. seeds of hope also strives to assist and sustain these catholic communities which support families in all aspects of life. these grants not only allow for pare",1
EIN-77-0203935,test,"nonprofits' insurance alliance of california (niac) is a charitable risk pool whose purpose is to provide affordable, appropriate, stable, and specialized insurance coverages to other 501(c)(3) nonprofit organizations in california and to develop and deliver training and products to assist these organizations to provide their services effectively and efficiently while minimizing the frequency and severity of accidents and injury to others during the delivery of their services to our communities.",0
EIN-85-0378387,test,"alliance for the earth (ae) is dedicated to facilitating the emergence of a global community committed to planetary healing and collective awakening.our mission is served through pilgrimage, ceremony, and visionary partnerships with individuals and communities around the world that awaken and empower our individual and collective understanding of what it means to be a sacred vessel in the service to the earth.ae nurtures into action the visions that arise out of sacred practice and facilitates a pathway to local organizational sustainability. the program at the heart of our work is the earth treasure vase global healing project. current partnerships include the liberia peace hut alliance for conflict transformation and the hero women of congo.",1
EIN-91-1439481,test,"We gather people who seek to connect their faith, life, and work in the richness of community, sending them into our changing society with a renewed sense of calling. As a Christian-based center, we host and serve individuals, families, churches, and non-profit groups.",1
EIN-27-2018391,test,"Reduce the incidence of sudden cardiac arrest in teens and young adults, particularly athletes, by providing affordable cardiac screening and raise awareness that sudden cardiac arrest is preventable. We work mostly in schools across six states: Texas, Florida, Louisiana, Oklahoma, Michigan and Washington.",0
EIN-86-1182877,test,"To extend the healing ministry of Christ to those in need, through aid to the spouses of fallen first responders, mission trips and activities, and other charitable programs.",1
EIN-38-4123562,test,to provide funds for charitable activities within the lawrenceburg rotary club surrounding communities,0
EIN-36-6111439,test,"the musicians club of women was the nation's first women's musical club. it is a consistent supporter of women in music. it has offered this support to established artists as well as to young, talented women to encourage them along the way to professional careers.",0
EIN-64-0866632,test,to provide a means for individuals to pool their resources to provide financial assistance to various charitable organizations and ministries.,1
EIN-81-2515402,test,"youth for tomorrow foundation was established exclusively for charitable, scientific and educational purposes by providing guidance, services, and support exclusively dedicated to the charitable mission of yft-the aiding and offering children in crisis with a quality education, re-direction of their personal behavior, strengthening their mental and physical fitness, enhancing their spiritual commitment, and reuniting children with their families.",0
EIN-45-5094420,test,"Provide a center for health education, medical, mental, spiritual health, and other training services to those interested in health and wellness and physical preparedness in our local community in Missouri and extending to the four corners of US and beyond.",0
EIN-37-2030293,test,to nbsp;seek nbsp;and nbsp;save nbsp;the nbsp;lost nbsp;and nbsp;individuals nbsp;needing nbsp;spiritual nbsp;assistance nbsp;in nbsp;our nbsp;local nbsp;urban nbsp;area,1
EIN-21-0634476,test,"to own, maintain, conduct and operate an institution for the purpose of dispensing charity, promote social life and progress, to foster jewish principles and educate youths in the history, principles and religion of judaism; to maintain a social center for recreation, education and physical, mental and spiritual development.",1
EIN-02-0743652,test,"The purpose of By the River is to provide affordable housing in a sustainable manner for economically challenged elderly persons of diversity in a community atmosphere. By the River aims to secure the freedom of its residents to make independent decisions about care, to enjoy dignity and privacy and to celebrate their faith according to their own traditions. By the River empowers staff members with the training and support they need to provide compassionate care to its residents.",1
EIN-45-3032246,test,"baptist clinical research institute, inc. engages in and facilitates medical and scientific research and educational activities in clinical areas.",1
EIN-47-1179873,test,"the oasis of kingsport is a christ centered not for profit outreach program for women. through our programs and services, we seek to enhance the dignity of our guests, encourage healthier choices, and find their path to self-sufficiency in a christ centered way.",1
EIN-90-0386111,test,"we are the school Parent Teacher Organization for robert e willis elementary school. we plan fundraisers throughout the year to benefit the school, staff and students.",0
EIN-47-0761023,test,to provide residential housing facilities to the elderly.,0
EIN-30-0537874,test,"The mission of the organization is to use donations to protect and improve the properties and grounds of the First Unitarian Church of Philaldelphia congregation, located at 2125 Chestnut Street, Philadelphia, PA. This includes but is not limited to the restoration, renovation, preservation, upkeep and upgrade of its properties grounds.",1
EIN-83-2013325,test,"pay it forward community foundation supports the necessities of children in need who reside in macomb and st. clair counties. these necessities include, but are not limited to, food, clothing, supplies and education. by working together we are able to collect these goods and services and bring them directly to those children in need.",0
EIN-81-2767849,test,"faith fund ministries is an organization that seeks to encourage, influence, coach, mentorand fund ideas for people of faith to succeed and overcome challenges in business. the goal is to invest in business related ventures to create a 'multiplier effect' which will encourage businesses to pay if forward. by funding these ideas, the organization can influence, coach and mentor people so they can ""do more good; a forcemultiplier for christ.",1
EIN-95-4287296,test,providing needed medical services to the community,0
EIN-84-6110279,test,educational youth activities - rodeo,0
EIN-27-4019540,test,4 Kids 2 Kids is a non-profit working with young victims of commercial sexual exploitation and sexual abuse trauma in a residential facility.All of our homes work with adolescent clients struggling with addiction and co-occurring mental health disorders.,0
EIN-95-4414031,test,to raise funds to support the operations of the los angeles jewish home.,1
EIN-46-4597490,test,"Restore hope by providing a safe home where women affected by human trafficking and sexual exploitation can find support, community, and healing. Islands of Hope Dream Center provides survivors of human trafficking a Christian home-like environment to live and transition into healthy lifestyles. Following Christ's example by assisting in the healing and empowerment of women, we work with residents to help them change their lives and prepare them to go out into the world as confident people of good character. Islands of Hope Dream Center is a place of new beginnings where freedom is granted and souls are healed.",1
EIN-22-2485414,test,"Organized to save lives, suppress and control fire, mitigate certain situations, promote fire prevention and other activities deemed in the best interest of the citizes of the Town.",0
EIN-87-4124832,test,"to witness and demonstrate the gospel of jesus christ through music, drams, community service through out northern indiana",1
EIN-87-1049306,test,the organization provides emergency medical services to the general public.,0
EIN-46-2500390,test,"We are pleased to introduce Medical Solidarity (MS), a US-registered 501-c-3 non-profit organization, authorized by the Senegalese Government as well as the Ministry of Health and Social Action, MS mission is to provide quality health services including Women and Children care.",0
EIN-47-2847067,test,"the dulles south food pantry's goal is to alleviate hunger in loudoun county by soliciting, collecting and distributing food through a food pantry based within the dulles south community that is supported by a network of multi-faith institutions and community organizations. donations to the dulles south food pantry are tax-deductible.mission: we are a multi-faith dulles south area emergency food pantry. we provide nutritious food, personal supplies and other services to those in need in dulles south and the surrounding area who come to us regardless of income, faith or other criteria. we are an all volunteer organization focused both on feeding the hungry and promoting the self-sufficiency of those we serve.",1
EIN-20-4247385,test,The Metamo4ic Math Center motivates and educates children in the St. Louis Metropolitan Area to develop an appreciation of mathematics and gain deeper understanding of mathematical concepts and learn about how math works.,0
EIN-46-4729005,test,"we serve families who have fallen upon tough times, through no fault of their own. best christmas ever, inc. (bce) partners with local leaders and businesses to bless each bce family with a custom and unique best christmas ever, tailored to the family situation. bce provides continual support to families following their bce, through our foundational bce family pillars.",1
EIN-48-0947658,test,faith based marriage and family counseling,1
EIN-36-4291606,test,"hillside health care international (hhci) is a faith-based, non-profit organization dedicated to serving god by providing health care and disease prevention to the people of southern belize. hhci is devoted to improving the belizean quality of life through medical care, health education, and community outreach. hhci promotes healthy global attitudes by offering a culturally-rich educational program for the medical volunteers that challenges them to better understand their role in international health care.",1
EIN-33-0082011,test,"to operate pregnancy testing centers, to maintain and operate a home for unwed mothers-to-be, and to maintain and operate a home for women at risk who may or may not be pregnant, and may or may not have children.",0
EIN-51-0201974,test,"st. anthony's hospital auxiliary, inc. is an organization of volunteers who donate their time and efforts in various areas of st. anthony's hospital activities. their primary mission is to aid, support and assist st. anthony's hospital in furthering the charitable and educational activities of the hospital and to conduct business consistent with the purpose and mission and the franciscan sisters.",1
EIN-23-2171417,test,"to improve the physical, spiritual and emotional health of the alcoholic and chemically dependent person and their family through an integrated system of addiction medicine, nursing and counseling services based on a balanced program of patient care, education and performance measurement. i. general program service information marworth, a 501(c)(3) not for profit corporation, owns and operates a facility for alcohol and chemical detoxification and rehabilitation. marworth provides services without regard to the patient's ability to pay. marworth provides both inpatient and outpatient care at its 91-bed facility near scranton, in waverly, pennsylvania, which opened in 1982. the bed capacity increased from 77 to 91 in january 2006. on may 16, 2012 marworth celebrated its 30th anniversary with the dedication of a new dietary wing and fitness center. the 2.2 million addition included a new 5,000 square foot dietary wing to better accommodate marworth patients. marworth's activities include",0
EIN-27-0295842,test,"members of the 100 work with students to improve their academic performance and focus on literacy in math and reading. our goal is to increase their success rate for graduating from high school through various workshops and curriculum that reinforces academics, attendance, and good behavior both in school and within the program. as an added component, our dedicated and caring mentors plant seeds of success by exposing them to events and activities that help them devlop and exercise social skills, etiquette, and mutual respect for others. the program runs parallel with the school year for 15 weeks, every 2nd and 4th saturday.",0
EIN-74-2572242,test,"the objectives and primary purpose of wisconsin swimming, inc. (wisi) shall be the education, instruction and training of individuals to develop and improve their capabilities in the sport of swimming. wisi shall promote swimming for the benefit of swimmers of all ages and abilities, in accordance with the standards, rules, regulations, policies and procedures of fina, usa swimming and wisi and its articles of incorporation.",0
EIN-81-0744425,test,"PRAI exists to spread awareness of neuroimmune disorders, advocate for patient care and support data-driven research that will ultimately lead to effective treatments and cures for these disorders.",0
EIN-90-0454516,test,"Our mission is to provide a means by which Catholic men could support the Catholic Church, provide financial protection to protect their families and engage in works of charity to benefit the less fortunate",1
EIN-86-1232502,test,"providing temporary shared community and transitional housing accommodations for individuals who are (1) living in a drug and alcohol-free environment, (2) receiving medication-assisted treatment or (3) experiencing housing insecurities.",0
EIN-76-0811448,test,"primarily the care and adoption of greyhounds, facilitating greyhound adoption - involving health/veterinary services for injured/sick dogs, and transport to move the dogs from race tracks to adoption groups who care for and arrange for adoption.",0
EIN-53-0212445,test,"the jewish federation envisions an open, connected, and vibrant jewish community that cares for each other, fosters jewish learning and journeys, embraces jewish peoplehood and israel, and acts as a force for good in the world. (see schedule o)we mobilize people to address the most critical opportunities and challenges facing our diverse and growing jewish community. we empower and inspire community builders, leaders, and organizations to connect with purpose -- joining together to build a strong and vibrant jewish future.",1
EIN-84-3987393,test,"aaym is a not for profit organization on physicians, researchers, medical professional and practitioners of yoga and meditation.the organization is dedicated to education, learning and research on the use of yoga and meditation to make our planet a better place to live. it fosters an interdisciplinary approach linking science, arts, ethics, community, spiritual and sacred to enable humans to achieve the highest goals.the organizations activities include residential courses, meetings and conferences on meditation and, in addition, provides an opportunity for scholars, researchers, artists, educators, writers to do projects related to scientific analysis of yoga and meditation on human body and the society.",0
EIN-80-0643646,test,To support the activities of the students in the Memorial High School Band.,0
EIN-52-2061398,test,Byte Back's mission is to improve economic opportunity for low-income residents of the Washington DC area by providing computer training and employment readiness skills.,0
EIN-14-1701597,test,"we, st. peter's health partners and trinity health, serve together in the spirit of the gospel as a compassionate and transforming healing presence within our communities. founded in community-based legacies of compassionate healing, we provide the highest quality comprehensive continuum of integrated health care, supportive housing and community services, especially for the needy and vulnerable. capital region geriatric center, inc. is a member of st. peter's health partners and trinity health.",1
EIN-46-4836561,test,"to offer spiritual guidance to prospective parents and their families who are confronting and dealing with the physical, emotional, and social issues associated with pregnancy and to encourage these parents to choose life.",1
EIN-82-4558303,test,Religious services and community support,1
EIN-35-2046656,test,"to advance, promote, and support studies and research of the social, economical, political, sociological, and religious traditions of the era during which jesus lived and carried out his ministry.",1
EIN-88-3425165,test,"achieve greatness was founded in memory of our beloved son, brother, and friend, andrew, who passed away from fentanyl poisoning in march of 2022. before andrews passing, he was passionate about coaching and teaching basketball while helping youth in his community. he created achieve greatness, where he mentored youth through basketball. in his memory, we have continued achieve greatness, building it into a nonprofit organization. our mission is to continue to capture andrews vision of sponsoring youth through basketball camps and other sports while also bringing awareness to and educating people about the dangers of fentanyl. in addition, we will also utilize our platform to address opioid use and addiction in our communities. andrew was raised in ludlow and new bedford, massachusetts, and his family continues to have strong roots in both communities. therefore achieve greatness will host and attend community events statewide. through these activities and sports camp sponsorships, we",0
EIN-87-2652820,test,We exist to equip leaders and empower underserved communities for the spiritual and social renewal of the City of Detroit.,0
EIN-06-1265383,test,"see schedule omary buel memorial, incorporated is a ct non-stock membership corporation organized exclusively to benefit, perform the functions of, carry out the purposes of, and uphold, promote and further the welfare, programs and activities of connecticut junior republic association, incorporated. mary buel memorial, incorporated provides overall direction and control over connecticut junior republic association, incorporated, cjr fund, inc. and buel real estate, inc. which are a related group of not-for-profit corporations formed to benefit and assist in the mission and purposes of connecticut junior republic association, incorporation. mary buel memorial has been granted income tax exemption under section 501(c)3 of the internal revenue code and has been classified as a supporting organization under section 509(a)(3).",0
EIN-91-1228395,test,"community service: the foundation provides grants to community welfare agencies, and scholarships to high school students, and grants to promote health, education and standard of living within and outside the u.s.",0
EIN-47-3272024,test,"The Every Woman Global Coalition is advancing a grassroots-driven international treaty to prevent violence against women and girls, while supporting on-the-ground activists. We are working to advance a global treaty to prevent violence against women and girls, built on the remarkable successes of proactive treaties and national domestic violence reform.",0
EIN-04-2910698,test,"to provide conflict resolution services including mediation, arbitration, training, facilitation, education and research for governmental agencies, court systems, organizations and individuals in the new england area.",0
EIN-53-0227814,test,"in september 1909, nine jewish washingtonians established the hebrew free loan association of greater washington. rooted in the traditional concept of ""gemilut chasadim"" - performing deeds of loving kindness - this hebrew free loan association has grown over the past 100 years to an organization which serves the entire metroplitan washington jewish community. a few thousand washingtonians, including mony successful and prominent members of the jewish community, have been beneficiaries of our loan program. over the years, the types of borrowers and needs of the community has changed. initially, we helped immigrants from europe, and then local businessmen struggling to survive during the depression. in the sixtiesithe association loaned money to store-owners to rebuild after the riots in downtown washington. recently, we have been assisting jewish immingrants from russia, israel and other parts of the world to establish themselves in the washington area. today there is an increased deman",1
EIN-46-5588534,test,"next life foundation's purpose is to promote and sustain christian vocational training in mbuguni, tanzania. there are 28 tailoring students and 4 carpentry students that require fabric, needles, thread, wood, glue and transportation of these supplies to the village, etc. wages are paid to two teachers, three administrators and a cook. an attorney is kept on retainer in country. community outreach is provided each month as needed for illnesses and other severe needs as the tanzanian staff approves. development of a new campus began in early 2021. a two-classroom building and a restroom were completed in 2021. a third classroom has recently been completed and a well hand dug. the american board approves financial reports of how funds were spent by the tanzanian board and provides funds based on itemized monthly expenses.",1
EIN-27-3788345,test,"the purpose of the organization is to raise money for cancer research. the most significant activity for the year will be the sponsoring a tennis tournament. the date of the tennis tournament had to be moved to october 2014 since the tournament could not be held in march (as it had been in prior years). the net proceeds of the tennis tournament are to be donated to st. jude hospital in memphis, tn and to the mitchell cancer institute in mobile, al. during the event, many individuals and businesses will donate money because they know the proceeds are to be donated to the st. jude hospital in memphis, tn and to the mitchell cancer institute in mobile, al.",0
EIN-45-4955787,test,"the zone afterschool program is a proactive, community-based, after-school program targeting 7th-12th graders in norfolk, ne. the program's mission is to promote the physical, mental, emotional, social and spiritual well- being of adolescents. the afterschool program focuses on 6 program areas; education, enrichment, health and wellness, community service, leadership and special activities. the ultimate goal of the program is to motivate youth who lack resources to graduate from high school and develop into healthy and productive adults.",0
EIN-35-6053701,test,"the mission of the alpha xi delta foundation is to create opportunities for alpha xi delta fraternity members to ensure enduring resources so the fraternity can fulfill her mission. as part of its mission, the foundation will support the fraternity's educational and leadership development programming; provide and continue to expand scholarship, grants and member support funds; and encourage philanthropy.",0
EIN-23-7169186,test,Child Evangelism Fellowship is a Bible-centered organization composed of born-again believers whose purpose is to evangelize boys and girls with the Gospel of the Lord Jesus Christ and to establish disciple them in the Word of God and in a local church for Christian living.,1
EIN-26-3721160,test,"We provide capacity building services, training and education to faith-based organizations and community nonprofits.",1
EIN-63-1186365,test,"alabama arise is a statewide, member-led organization advancing public policies to improve the lives of alabamians who are marginalized by poverty. our membership includes faith-based, community, nonprofit and civic groups, grassroots leaders and individuals from across al.",1
EIN-31-0896539,test,"The Res is a 23-acre youth camp and nature center located on the east side of Mishawaka, Indiana. Surrounded by urban uses, the heavily wooded grounds are habitat to a wide variety of birds, animals, and wild flowers. Originally founded in 1920 as a Boy Scout Reservation, ""The Res"" is now owned by the non-profit organization. Our meadow, lodges, and cabins are available to rent for events, including field trips, weddings, church services and retreats, graduation parties, reunions, baby showers, family holidays, youth camping programs, and more. Overnight cabin and tent stays are for youth groups and member families only. Our trails are open to the public, unless the property is closed for an event.",0
EIN-38-3740913,test,"Texas Fair Defense Projects mission is to fight for a criminal justice system that respects the rights of low-income Texans. We envision a new system of justice that is fair, compassionate, and respectful. Through impact litigation, legislative advocacy, and education, we are working to end counterproductive, costly, and unconstitutional practices like jail time for traffic tickets and our broken money-bail system.",0
EIN-83-1272338,test,"Enhancing the quality of life for the people of the village of Kassunga, Uganda, neighboring villages and the Catholic Diocese of Masaka, Uganda, including supporting a school called St. Teresa's Learning Center",1
EIN-20-8691236,test,"cumberland center is a nonprofit university-business alliance to transform innovation into prosperity through the growth of regional innovation hubs.the center executes its mission through the global action platform, a neutral platform to create abundance through innovation in food, health, and prosperity by: - advancing a social leadership movement; - investing in innovation and new businesses; - deploying on-line work groups, partnerships, and global communication to accelerate action; and - focusing on the intersection of food, health and prosperity",0
EIN-46-2179824,test,"organization's mission is to raise and solicit funds to be distributed through grant mechanisms to support unrestricted brain tumor research at the preston robert tisch brain tumor center and the preuss laboratory for brain tumor research at duke university medical center of durham, nc.",0
EIN-20-2942970,test,Relational Tithe dba Common Change seeks to eliminate personal economic isolation by facilitating collaborative giving through the pooling of money by people to share with others in need.,0
EIN-82-3605480,test,financial support for addicts and their families.,0
EIN-46-3636444,test,operates a youth baseball program comprised of several teams that participate in the aau baseball league.,0
EIN-76-6046296,test,"THE TRUST was ORGANIZED AND OPERATED TO PROVIDE A SELF-INSURANCE FUND FOR THE PAYMENT OF PROFESSIONAL LIABILITY LOSSES AND COMPREHENSIVE GENERAL LIABILITY LOSSES OF ST. LUKE'S EPISCOPAL HOSPITAL. During 2010, the remaining inactive Trust fund assets were transferred to St. Luke's Episcopal Hospital. A FORMAL MISSION STATEMENT was NOT ADOPTED.",0
